data_id,vehicle_id,driving_vehicle_speed,nearby_vehicle_speed,nearby_vehicle_distance,latitude,longitude,is_rash,datetime
79,1,56.45,50.68,1.03,13.04307,80.12964,0,2023-02-1 20:40:00
80,1,25.14,62.77,1.95,12.9664,80.2314,1,2023-02-1 20:40:00
81,1,24.35,48.88,1.84,12.93124,80.19852,1,2023-02-1 20:40:00
82,1,70.95,11.05,1.12,12.94634,80.2197,1,2023-02-1 20:40:00
83,1,59.43,78.09,0.37,13.03203,80.2252,1,2023-02-1 20:40:00
84,1,65.43,19.51,0.46,13.03015,80.23069,1,2023-02-1 20:40:00
85,1,13.85,76.28,1.97,13.05707,80.17958,0,2023-02-1 20:40:00
86,1,55.35,0.99,0.37,13.07099,80.13685,1,2023-02-1 20:40:00
87,1,22.35,42.94,0.56,13.01944,80.17081,0,2023-02-1 20:40:00
88,1,66.62,6.21,0.85,12.975,80.13739,1,2023-02-1 20:40:00
89,1,45.96,74.62,0.12,13.09023,80.15196,1,2023-02-1 20:40:00
90,1,25.12,13.36,1.38,13.03217,80.23976,1,2023-02-1 20:40:00
91,1,45.88,2.35,1.04,13.0648,80.19969,1,2023-02-1 20:40:00
92,1,3.98,68.66,1.49,13.05172,80.24913,0,2023-02-1 20:40:00
93,1,9.92,49.26,0.6,13.06526,80.25278,0,2023-02-1 20:40:00
94,1,11.07,0.01,0.5,13.0769,80.21637,1,2023-02-1 20:40:00
95,1,18.62,69.6,1.43,12.96305,80.17143,0,2023-02-1 20:40:00
96,1,62.38,27.22,0.35,13.07496,80.13719,1,2023-02-1 20:40:00
97,1,38.93,27.32,0.52,12.91623,80.25203,1,2023-02-1 20:40:00
98,1,46.8,16.02,0.22,13.1136,80.22042,1,2023-02-1 20:40:00
99,1,7.82,23.68,0.26,12.98445,80.24143,0,2023-02-1 20:40:00
100,1,79.19,24.67,1.37,12.903,80.2437,1,2023-02-1 20:40:00
101,1,36.97,75.13,0.24,12.91261,80.22729,1,2023-02-2 20:40:00
102,1,47.73,75.72,0.98,13.02559,80.16846,0,2023-02-2 20:40:00
103,1,76.98,32.09,1.23,13.09879,80.13221,0,2023-02-2 20:40:00
104,1,17.19,50.07,1.75,12.93317,80.17075,0,2023-02-2 20:40:00
105,1,6.12,17.13,0.17,12.95528,80.12606,0,2023-02-2 20:40:00
106,1,68.39,38.82,1.12,13.0516,80.16581,0,2023-02-2 20:40:00
107,1,48.67,5.4,1.97,12.88922,80.22372,1,2023-02-2 20:40:00
108,1,49.06,2.99,1.71,12.96095,80.12487,1,2023-02-2 20:40:00
109,1,73.38,33.19,0.95,13.06489,80.2064,0,2023-02-2 20:40:00
110,1,41.14,39.08,1.78,12.94587,80.24845,1,2023-02-2 20:40:00
111,1,44.06,6.74,1.8,12.97452,80.24764,1,2023-02-2 20:40:00
112,1,23.16,53.62,0.36,13.05893,80.18692,0,2023-02-2 20:40:00
113,1,40.65,26.94,1.44,13.00451,80.23358,1,2023-02-2 20:40:00
114,1,68.08,43.63,1.95,12.99,80.22549,1,2023-02-2 20:40:00
115,1,7.2,38.3,1.09,12.94677,80.16647,0,2023-02-2 20:40:00
116,1,12.42,7.19,1.84,13.02244,80.16255,1,2023-02-2 20:40:00
117,1,17.29,49.78,1.33,13.11082,80.18771,0,2023-02-2 20:40:00
118,1,23.19,36.14,0.73,12.97039,80.22529,0,2023-02-2 20:40:00
119,1,29.63,64.05,0.07,13.06654,80.24952,1,2023-02-2 20:40:00
120,1,36.39,23.06,1.78,12.94337,80.16428,1,2023-02-2 20:40:00
121,1,44.46,76.28,0.27,12.88682,80.14316,1,2023-02-2 20:40:00
122,1,24.45,30.65,0.38,12.89005,80.22962,0,2023-02-2 20:40:00
123,1,28.82,38.24,1.68,12.89231,80.19765,1,2023-02-2 20:40:00
124,1,48.06,23.22,0.4,12.9537,80.22214,1,2023-02-2 20:40:00
125,1,69.47,76.29,0.72,13.07583,80.13344,0,2023-02-2 20:40:00
126,1,5.41,4.02,0.98,12.96649,80.18641,1,2023-02-2 20:40:00
127,1,9.03,12.32,1.24,13.05877,80.15468,0,2023-02-2 20:40:00
128,1,5.57,28.8,1.82,13.0052,80.18907,0,2023-02-2 20:40:00
129,1,8.24,54.48,1.79,13.02366,80.13259,0,2023-02-2 20:40:00
130,1,13.06,59.74,0.84,13.09709,80.19851,0,2023-02-2 20:40:00
131,1,47.06,14.65,0.04,13.02677,80.13398,1,2023-02-2 20:40:00
132,1,39.33,52.57,0.94,13.03791,80.14812,0,2023-02-2 20:40:00
133,1,0.39,41.39,0.6,12.99486,80.14262,0,2023-02-2 20:40:00
134,1,30.42,45.17,0.89,13.05783,80.23149,0,2023-02-2 20:40:00
135,1,26.79,75.4,1.53,13.05499,80.12932,1,2023-02-2 20:40:00
136,1,13.6,68.93,1.7,13.02597,80.17008,0,2023-02-2 20:40:00
137,1,21.58,38.77,0.07,13.03435,80.18469,0,2023-02-2 20:40:00
138,1,11.56,73.84,1.0,12.8941,80.24919,0,2023-02-2 20:40:00
139,1,72.52,68.23,0.75,12.92989,80.22903,0,2023-02-2 20:40:00
140,1,62.35,40.76,0.91,12.96777,80.15855,0,2023-02-2 20:40:00
141,1,41.87,79.62,0.54,13.03884,80.24563,1,2023-02-2 20:40:00
142,1,55.77,10.84,0.35,12.91874,80.1919,1,2023-02-2 20:40:00
143,1,28.81,27.38,0.93,12.92288,80.20398,0,2023-02-2 20:40:00
144,1,74.34,70.79,1.0,13.01475,80.22099,0,2023-02-2 20:40:00
145,1,4.33,18.19,1.2,12.97334,80.13192,0,2023-02-2 20:40:00
146,1,39.85,69.6,1.21,12.98772,80.14082,0,2023-02-2 20:40:00
147,1,34.46,27.93,1.84,13.08563,80.20233,1,2023-02-2 20:40:00
148,1,31.34,63.41,1.84,13.03233,80.15469,1,2023-02-2 20:40:00
149,1,1.83,23.79,0.09,12.92425,80.1501,0,2023-02-2 20:40:00
150,1,76.56,9.14,0.35,13.04485,80.18218,1,2023-02-2 20:40:00
151,1,8.49,65.71,1.7,13.00246,80.24948,0,2023-02-2 20:40:00
152,1,32.79,6.52,1.47,12.89149,80.15937,1,2023-02-2 20:40:00
153,1,68.26,12.15,0.94,13.06235,80.23672,1,2023-02-2 20:40:00
154,1,41.82,7.84,1.55,12.95412,80.16722,1,2023-02-2 20:40:00
155,1,16.04,42.08,1.32,12.92622,80.1679,0,2023-02-2 20:40:00
156,1,6.17,41.51,0.43,13.03286,80.23981,0,2023-02-2 20:40:00
157,1,70.64,23.35,1.57,13.11947,80.20228,1,2023-02-2 20:40:00
158,1,27.28,16.38,0.65,13.01448,80.20254,1,2023-02-2 20:40:00
159,1,60.77,31.98,0.32,12.99025,80.12588,1,2023-02-2 20:40:00
160,1,51.22,14.56,0.15,12.94109,80.22928,1,2023-02-2 20:40:00
161,1,16.27,38.3,0.8,13.01087,80.2015,0,2023-02-2 20:40:00
162,1,32.14,7.23,0.94,12.9265,80.17055,1,2023-02-2 20:40:00
163,1,79.47,67.68,1.59,13.03523,80.13625,1,2023-02-2 20:40:00
164,1,73.39,13.41,1.99,13.08199,80.21956,1,2023-02-2 20:40:00
165,1,7.5,66.14,1.38,13.10071,80.21014,0,2023-02-2 20:40:00
166,1,31.53,48.59,0.61,13.09264,80.12651,1,2023-02-2 20:40:00
167,1,10.41,18.65,0.63,12.90235,80.19138,0,2023-02-2 20:40:00
168,1,62.25,49.65,1.84,13.03438,80.22151,1,2023-02-2 20:40:00
169,1,73.41,51.5,1.32,13.09311,80.20902,0,2023-02-2 20:40:00
170,1,2.7,55.4,0.03,12.99782,80.22987,0,2023-02-2 20:40:00
171,1,72.2,69.43,0.51,12.96387,80.17164,1,2023-02-2 20:40:00
172,1,58.92,34.57,1.25,13.00439,80.17283,0,2023-02-2 20:40:00
173,1,38.28,18.15,0.68,13.09128,80.22696,1,2023-02-2 20:40:00
174,1,58.0,11.61,0.43,12.98599,80.13879,1,2023-02-2 20:40:00
175,1,25.06,70.59,1.38,13.00028,80.21525,0,2023-02-2 20:40:00
176,1,33.4,42.66,0.53,12.94401,80.14844,1,2023-02-2 20:40:00
177,1,29.83,79.53,0.6,13.08183,80.17005,1,2023-02-2 20:40:00
178,1,19.5,64.08,1.96,13.05537,80.12442,0,2023-02-2 20:40:00
179,1,40.94,75.51,0.61,13.01667,80.17564,1,2023-02-2 20:40:00
180,1,20.25,64.6,0.25,13.04906,80.15588,0,2023-02-2 20:40:00
181,1,23.13,53.91,1.38,12.97444,80.17092,0,2023-02-2 20:40:00
182,1,52.89,64.63,1.22,13.0492,80.2529,0,2023-02-2 20:40:00
183,1,27.44,14.35,1.53,13.00399,80.25223,1,2023-02-2 20:40:00
184,1,8.51,75.47,0.22,13.07229,80.24271,0,2023-02-2 20:40:00
185,1,70.59,59.99,0.97,12.90389,80.21524,0,2023-02-2 20:40:00
186,1,0.1,68.9,0.74,13.11037,80.16855,0,2023-02-2 20:40:00
187,1,30.11,56.28,0.93,12.95693,80.19795,0,2023-02-2 20:40:00
188,1,2.51,79.87,0.3,12.95006,80.18171,0,2023-02-2 20:40:00
189,1,8.58,56.59,1.59,12.96309,80.24316,0,2023-02-2 20:40:00
190,1,23.38,42.4,1.8,13.02151,80.22512,1,2023-02-2 20:40:00
191,1,35.8,48.32,1.9,12.92862,80.24584,1,2023-02-2 20:40:00
192,1,72.42,39.26,1.38,13.01586,80.17156,0,2023-02-2 20:40:00
193,1,71.09,23.12,0.69,13.10928,80.18301,1,2023-02-2 20:40:00
194,1,37.55,60.07,1.72,12.89938,80.17876,1,2023-02-2 20:40:00
195,1,15.96,75.06,0.63,12.9707,80.18249,0,2023-02-2 20:40:00
196,1,38.21,75.91,0.23,12.88554,80.2351,1,2023-02-2 20:40:00
197,1,61.03,19.59,0.58,12.9896,80.18339,1,2023-02-2 20:40:00
198,1,41.24,27.35,1.01,13.04681,80.23298,0,2023-02-2 20:40:00
199,1,22.7,40.97,0.34,12.96249,80.18127,0,2023-02-2 20:40:00
200,1,74.58,23.97,0.7,12.99366,80.25381,1,2023-02-2 20:40:00
201,1,61.02,73.04,0.55,12.99831,80.21584,1,2023-02-3 20:40:00
202,1,51.66,39.24,0.25,13.04345,80.16777,1,2023-02-3 20:40:00
203,1,28.22,62.99,1.99,13.08637,80.18515,1,2023-02-3 20:40:00
204,1,25.06,70.97,0.57,12.96977,80.21327,0,2023-02-3 20:40:00
205,1,20.8,9.98,0.57,13.10501,80.15492,1,2023-02-3 20:40:00
206,1,29.94,13.46,1.2,13.00014,80.23804,1,2023-02-3 20:40:00
207,1,18.55,47.35,0.21,13.10018,80.12175,0,2023-02-3 20:40:00
208,1,67.65,60.08,0.03,12.9825,80.1546,1,2023-02-3 20:40:00
209,1,5.05,38.79,0.79,13.03747,80.17967,0,2023-02-3 20:40:00
210,1,6.16,71.68,1.97,12.90975,80.24721,0,2023-02-3 20:40:00
211,1,13.29,59.26,1.84,12.99515,80.22545,0,2023-02-3 20:40:00
212,1,43.29,40.88,0.17,13.08811,80.17694,1,2023-02-3 20:40:00
213,1,73.28,65.9,1.2,13.0338,80.19153,0,2023-02-3 20:40:00
214,1,18.96,57.4,1.81,13.07946,80.24547,0,2023-02-3 20:40:00
215,1,29.33,35.5,0.72,12.90111,80.20353,0,2023-02-3 20:40:00
216,1,59.4,13.19,0.96,12.97154,80.22699,1,2023-02-3 20:40:00
217,1,33.48,67.38,1.1,12.9919,80.14836,0,2023-02-3 20:40:00
218,1,40.8,67.35,0.11,12.92302,80.24372,1,2023-02-3 20:40:00
219,1,0.79,36.75,1.31,13.08295,80.22202,0,2023-02-3 20:40:00
220,1,30.75,43.15,0.4,12.89982,80.20718,1,2023-02-3 20:40:00
221,1,37.18,49.86,1.82,12.89016,80.23548,1,2023-02-3 20:40:00
222,1,60.36,69.3,0.44,13.06988,80.13375,1,2023-02-3 20:40:00
223,1,12.23,64.39,0.58,13.09968,80.24802,0,2023-02-3 20:40:00
224,1,5.18,64.95,0.91,12.9143,80.23222,0,2023-02-3 20:40:00
225,1,28.58,72.85,0.23,13.1145,80.21751,1,2023-02-3 20:40:00
226,1,29.7,36.53,0.28,13.02426,80.25117,1,2023-02-3 20:40:00
227,1,40.82,0.94,0.65,12.94151,80.22495,1,2023-02-3 20:40:00
228,1,4.68,12.85,1.27,12.9989,80.13042,0,2023-02-3 20:40:00
229,1,66.48,17.93,1.78,13.0786,80.2533,1,2023-02-3 20:40:00
230,1,72.99,11.45,1.86,13.07853,80.16793,1,2023-02-3 20:40:00
231,1,10.28,19.36,1.27,12.8891,80.13702,0,2023-02-3 20:40:00
232,1,46.59,32.1,1.29,12.95009,80.14996,0,2023-02-3 20:40:00
233,1,78.21,12.33,1.7,13.06567,80.13395,1,2023-02-3 20:40:00
234,1,49.52,28.51,0.32,13.06054,80.20034,1,2023-02-3 20:40:00
235,1,73.69,58.88,1.67,12.92024,80.19744,1,2023-02-3 20:40:00
236,1,50.47,5.41,0.28,13.09035,80.2378,1,2023-02-3 20:40:00
237,1,49.6,58.09,0.45,13.05828,80.16191,1,2023-02-3 20:40:00
238,1,42.19,78.21,1.54,13.09863,80.23379,1,2023-02-3 20:40:00
239,1,47.07,5.22,1.14,13.02743,80.20553,1,2023-02-3 20:40:00
240,1,60.86,18.55,1.44,13.04292,80.24404,1,2023-02-3 20:40:00
241,1,10.26,59.33,0.95,13.04381,80.2205,0,2023-02-3 20:40:00
242,1,55.14,30.9,1.34,13.11087,80.16002,0,2023-02-3 20:40:00
243,1,77.12,42.17,1.94,12.98524,80.20379,1,2023-02-3 20:40:00
244,1,66.23,49.96,0.19,12.92678,80.21908,1,2023-02-3 20:40:00
245,1,38.88,14.67,1.57,13.02538,80.17817,1,2023-02-3 20:40:00
246,1,6.72,7.45,0.51,12.96739,80.22342,1,2023-02-3 20:40:00
247,1,68.02,75.06,1.18,12.90257,80.24253,0,2023-02-3 20:40:00
248,1,45.62,19.47,0.15,12.92447,80.23077,1,2023-02-3 20:40:00
249,1,78.19,30.32,0.06,13.09357,80.12803,1,2023-02-3 20:40:00
250,1,10.46,37.92,1.9,12.88868,80.13228,0,2023-02-3 20:40:00
251,1,45.14,39.32,0.03,12.89531,80.22741,1,2023-02-3 20:40:00
252,1,74.06,46.55,0.16,12.95064,80.21682,1,2023-02-3 20:40:00
253,1,67.23,14.55,0.77,12.88518,80.19797,1,2023-02-3 20:40:00
254,1,1.12,5.72,1.23,12.92225,80.24722,0,2023-02-3 20:40:00
255,1,44.38,29.06,1.27,13.09131,80.13522,0,2023-02-3 20:40:00
256,1,30.86,78.64,1.43,12.99472,80.23127,1,2023-02-3 20:40:00
257,1,8.09,27.36,1.52,12.94591,80.15308,0,2023-02-3 20:40:00
258,1,26.36,13.37,0.54,12.97985,80.13626,1,2023-02-3 20:40:00
259,1,60.75,45.16,0.52,13.0181,80.18873,1,2023-02-3 20:40:00
260,1,17.19,69.57,1.43,12.95537,80.15726,0,2023-02-3 20:40:00
261,1,59.87,54.89,1.56,13.01073,80.19442,1,2023-02-3 20:40:00
262,1,57.6,59.69,1.86,12.90491,80.21679,1,2023-02-3 20:40:00
263,1,42.15,27.16,1.09,13.02453,80.17181,0,2023-02-3 20:40:00
264,1,74.62,21.33,0.61,13.08296,80.18598,1,2023-02-3 20:40:00
265,1,21.56,15.99,1.87,12.98527,80.20305,0,2023-02-3 20:40:00
266,1,39.4,6.99,0.08,12.9226,80.12544,1,2023-02-3 20:40:00
267,1,21.56,5.97,0.4,13.08216,80.21808,1,2023-02-3 20:40:00
268,1,13.23,36.95,1.78,12.95446,80.15633,0,2023-02-3 20:40:00
269,1,43.92,29.44,0.09,12.98869,80.24588,1,2023-02-3 20:40:00
270,1,41.9,75.58,1.84,13.00011,80.2137,1,2023-02-3 20:40:00
271,1,76.09,36.75,1.71,13.07195,80.14564,1,2023-02-3 20:40:00
272,1,35.59,50.87,0.88,12.9631,80.16878,0,2023-02-3 20:40:00
273,1,31.38,56.22,1.11,13.08128,80.15433,0,2023-02-3 20:40:00
274,1,48.19,24.58,1.92,12.92351,80.21471,1,2023-02-3 20:40:00
275,1,70.75,57.99,0.12,12.97601,80.14623,1,2023-02-3 20:40:00
276,1,64.37,53.31,1.03,12.89033,80.13467,0,2023-02-3 20:40:00
277,1,52.55,45.65,0.86,13.02789,80.17185,0,2023-02-3 20:40:00
278,1,11.06,68.37,0.54,12.90243,80.16107,0,2023-02-3 20:40:00
279,1,43.22,59.96,1.75,12.90059,80.19659,1,2023-02-3 20:40:00
280,1,40.6,52.45,0.03,13.10504,80.15645,1,2023-02-3 20:40:00
281,1,75.14,61.55,0.5,13.06365,80.2344,1,2023-02-3 20:40:00
282,1,5.47,11.23,0.79,13.0037,80.2341,0,2023-02-3 20:40:00
283,1,1.19,28.45,1.43,13.02858,80.21779,0,2023-02-3 20:40:00
284,1,39.97,29.74,1.69,13.09684,80.20535,1,2023-02-3 20:40:00
285,1,11.09,49.18,1.97,13.00661,80.14868,0,2023-02-3 20:40:00
286,1,8.05,14.83,1.7,12.98737,80.19112,0,2023-02-3 20:40:00
287,1,4.09,33.48,0.53,13.0434,80.16985,0,2023-02-3 20:40:00
288,1,24.7,29.7,0.09,13.08326,80.20609,0,2023-02-3 20:40:00
289,1,69.85,59.76,0.58,12.88982,80.18943,1,2023-02-3 20:40:00
290,1,69.61,1.0,1.98,12.93317,80.19935,1,2023-02-3 20:40:00
291,1,60.29,79.38,1.03,12.88932,80.12346,0,2023-02-3 20:40:00
292,1,3.11,79.22,0.04,13.03543,80.18699,0,2023-02-3 20:40:00
293,1,21.29,16.73,1.22,12.94424,80.12682,1,2023-02-3 20:40:00
294,1,10.93,60.35,0.58,12.91146,80.13775,0,2023-02-3 20:40:00
295,1,22.59,39.59,1.95,12.9542,80.18925,0,2023-02-3 20:40:00
296,1,4.07,19.6,0.88,12.91408,80.22851,0,2023-02-3 20:40:00
297,1,57.16,42.63,0.17,12.94211,80.15886,1,2023-02-3 20:40:00
298,1,50.52,70.86,0.26,12.97013,80.20194,1,2023-02-3 20:40:00
299,1,23.99,63.91,0.9,13.07317,80.18803,0,2023-02-3 20:40:00
300,1,64.93,64.2,0.32,12.90963,80.18684,1,2023-02-3 20:40:00
301,1,67.36,44.0,1.24,13.06218,80.19874,0,2023-02-4 20:40:00
302,1,0.85,3.1,0.3,13.02936,80.20386,1,2023-02-4 20:40:00
303,1,24.67,3.06,1.44,13.00508,80.22484,1,2023-02-4 20:40:00
304,1,37.75,59.82,0.59,13.0971,80.23173,1,2023-02-4 20:40:00
305,1,44.93,74.56,1.56,13.05917,80.24342,1,2023-02-4 20:40:00
306,1,38.87,78.88,0.95,13.01077,80.14342,0,2023-02-4 20:40:00
307,1,43.0,50.87,0.86,13.03717,80.20554,0,2023-02-4 20:40:00
308,1,49.95,20.73,1.19,13.00437,80.212,1,2023-02-4 20:40:00
309,1,72.75,38.16,1.56,13.0568,80.13403,1,2023-02-4 20:40:00
310,1,25.24,4.2,0.44,12.96465,80.16608,1,2023-02-4 20:40:00
311,1,4.95,56.81,0.45,13.01338,80.21906,0,2023-02-4 20:40:00
312,1,4.9,51.33,1.9,13.05824,80.24187,0,2023-02-4 20:40:00
313,1,72.2,6.6,1.36,12.92288,80.21123,1,2023-02-4 20:40:00
314,1,77.53,28.09,1.32,13.11816,80.23165,0,2023-02-4 20:40:00
315,1,8.99,14.92,0.99,13.11149,80.1458,0,2023-02-4 20:40:00
316,1,69.05,4.63,1.99,12.98502,80.19682,1,2023-02-4 20:40:00
317,1,54.25,21.31,0.48,12.8998,80.17192,1,2023-02-4 20:40:00
318,1,29.74,76.87,1.51,13.09747,80.20796,1,2023-02-4 20:40:00
319,1,29.83,53.59,0.76,13.06354,80.20976,0,2023-02-4 20:40:00
320,1,62.66,35.08,0.55,13.09823,80.21776,1,2023-02-4 20:40:00
321,1,77.95,13.12,1.88,12.92483,80.14219,1,2023-02-4 20:40:00
322,1,44.27,34.4,0.57,13.09892,80.2043,1,2023-02-4 20:40:00
323,1,13.45,24.61,0.46,13.00868,80.16023,0,2023-02-4 20:40:00
324,1,62.01,55.34,1.18,13.00708,80.22732,0,2023-02-4 20:40:00
325,1,58.88,6.07,1.64,12.9122,80.15111,1,2023-02-4 20:40:00
326,1,61.75,69.68,1.22,13.03958,80.18112,0,2023-02-4 20:40:00
327,1,50.34,40.52,0.22,13.05493,80.18994,1,2023-02-4 20:40:00
328,1,58.46,5.93,1.46,13.03795,80.16539,1,2023-02-4 20:40:00
329,1,58.44,62.84,0.61,13.11097,80.13492,1,2023-02-4 20:40:00
330,1,67.76,12.38,1.39,13.1041,80.20269,1,2023-02-4 20:40:00
331,1,58.44,1.25,0.03,12.99514,80.15469,1,2023-02-4 20:40:00
332,1,18.17,6.14,1.6,12.95979,80.22723,1,2023-02-4 20:40:00
333,1,35.09,46.91,0.99,13.11041,80.23912,0,2023-02-4 20:40:00
334,1,37.14,12.49,0.23,12.91225,80.14065,1,2023-02-4 20:40:00
335,1,18.68,37.97,1.65,13.07513,80.17606,0,2023-02-4 20:40:00
336,1,45.92,8.62,1.42,13.04497,80.25301,1,2023-02-4 20:40:00
337,1,22.32,74.8,0.68,12.94074,80.24126,0,2023-02-4 20:40:00
338,1,39.46,60.58,0.16,12.88987,80.18994,1,2023-02-4 20:40:00
